business_id,treated,accepted
436,False,False
437,True,False
438,True,False
439,True,False
440,True,True
441,True,False
442,True,False
443,False,False
444,False,False
445,False,False
446,False,True
447,True,True
448,False,False
449,True,False
450,True,False
451,False,False
452,True,False
453,True,False
454,True,True
455,True,False
456,True,False
457,False,False
458,False,False
459,False,False
460,False,False
461,False,False
462,False,True
463,False,False
464,True,False
465,True,False
466,True,False
467,True,False
468,True,False
469,True,False
470,False,False
471,False,True
472,True,False
473,True,False
474,True,False
475,False,False
476,True,False
477,False,True
478,False,False
479,True,False
480,False,False
481,False,False
482,False,False
483,True,False
484,True,False
485,False,True
486,False,False
487,True,False
488,False,False
489,True,False
490,False,False
491,True,False
492,True,True
493,True,False
494,True,False
495,True,False
496,False,False
497,True,False
498,False,False
499,True,False
500,False,False
501,False,False
502,False,True
503,True,False
504,True,False
505,True,True
506,False,True
507,True,True
508,False,False
509,False,True
510,True,False
511,False,False
512,False,False
513,False,True
514,False,False
515,False,False
516,False,False
517,False,False
518,False,False
519,False,False
520,False,False
521,True,False
522,False,False
523,True,False
524,True,False
525,True,False
526,False,False
527,True,True
528,False,False
529,False,False
530,True,False
531,False,True
532,False,False
533,True,False
534,False,True
535,True,False
536,True,True
537,False,False
538,True,True
539,True,False
540,True,False
541,True,True
542,True,True
543,False,False
544,False,True
545,True,False
546,False,False
547,False,False
548,False,False
549,False,False
550,False,False
551,False,False
552,True,False
553,True,False
554,False,False
555,True,True
556,True,False
557,False,False
558,False,False
559,True,False
560,False,True
561,True,False
562,True,True
563,True,False
564,True,False
565,False,False
566,True,True
567,False,False
568,False,False
569,True,False
570,False,False
571,True,False
572,True,False
573,False,True
574,True,False
575,False,False
576,True,True
577,True,False
578,True,False
579,False,False
580,False,False
581,False,False
582,True,False
583,True,False
584,True,False
585,True,False
586,False,False
587,True,False
588,True,False
589,False,False
590,False,False
591,False,True
592,True,False
593,True,False
594,False,False
595,False,False
596,True,False
597,False,False
598,True,False
599,True,False
600,False,False
601,True,False
602,True,False
603,True,False
604,True,False
605,True,False
606,False,True
607,True,False
608,False,False
609,True,False
610,True,False
611,False,False
612,False,False
613,False,False
614,True,False
615,False,False
616,False,True
617,True,False
618,False,False
619,True,False
620,True,False
621,False,False
622,False,False
623,False,False
624,False,False
625,False,False
626,False,False
627,True,False
628,False,True
629,False,False
630,True,False
631,True,False
632,True,False
633,True,False
634,False,False
635,False,False
636,True,False
637,True,True
638,True,False
639,False,True
640,False,False
641,True,False
642,True,False
643,False,True
644,True,False
645,True,False
646,True,False
647,False,False
648,True,True
649,True,False
650,False,False
651,True,False
652,False,False
653,False,False
654,False,False
655,True,False
656,False,False
657,False,False
658,True,True
659,False,False
660,False,False
661,True,False
662,False,False
663,False,False
664,False,False
665,False,False
666,False,False
667,True,False
668,False,False
669,True,False
670,True,True
671,True,False
672,True,True
673,False,False
674,True,False
675,False,False
676,False,False
677,False,False
678,True,True
679,True,False
680,True,False
681,True,False
682,True,False
683,False,False
684,False,False
685,True,False
686,True,True
687,False,True
688,False,False
689,True,False
690,True,False
691,True,False
692,True,False
693,True,False
694,False,False
695,True,True
696,False,False
697,False,True
698,False,False
699,False,True
700,False,False
701,False,False
702,True,False
703,False,False
704,True,False
705,False,False
706,True,False
707,True,True
708,False,True
709,True,False
710,False,False
711,True,False
712,False,False
713,True,False
714,True,False
715,True,False
716,False,False
717,False,True
718,False,False
719,False,False
720,False,True
721,True,True
722,True,False
723,False,False
724,True,False
725,True,False
726,True,False
727,False,False
728,True,False
729,True,False
730,False,False
731,True,False
732,True,False
733,False,False
734,False,False
735,False,True
736,False,False
737,False,False
738,True,False
739,True,False
740,False,False
741,True,False
742,False,False
743,True,True
744,False,False
745,True,True
746,False,False
747,True,False
748,True,True
749,True,False
750,True,False
751,True,False
752,False,False
753,False,False
754,True,True
755,True,False
756,True,False
757,True,False
758,True,True
759,False,False
760,True,False
761,True,True
762,False,False
763,True,False
764,True,True
765,True,False
766,False,False
767,False,False
768,False,False
769,False,False
770,True,False
771,True,False
772,False,False
773,False,True
774,True,True
775,True,False
776,False,False
777,True,False
778,False,False
779,True,False
780,False,False
781,False,False
782,False,False
783,False,True
784,False,False
785,False,False
786,False,False
787,True,False
788,True,False
789,False,True
790,True,False
791,False,False
792,True,False
793,False,True
794,True,True
795,True,True
796,True,False
797,False,False
798,True,False
799,False,False
800,False,True
801,True,False
802,False,True
803,True,False
804,False,False
805,True,False
806,True,False
807,False,False
808,False,False
809,True,True
810,True,False
811,True,True
812,False,False
813,False,False
814,True,True
815,True,False
816,False,False
817,False,True
818,False,False
819,True,True
820,False,True
821,True,False
822,True,False
823,True,False
824,False,False
825,False,True
826,False,False
827,False,False
828,False,False
829,True,False
830,False,False
831,False,False
832,True,True
833,False,False
834,False,False
835,True,True
836,True,False
837,False,False
838,True,False
839,False,False
840,True,False
841,True,False
842,True,False
843,True,True
844,False,True
845,False,False
846,True,False
847,True,False
848,True,False
849,False,False
850,False,True
851,False,True
852,True,False
853,False,True
854,True,False
855,False,False
856,False,True
857,False,False
858,False,False
859,False,False
860,False,False
861,True,False
862,False,False
863,True,False
864,True,False
865,True,True
866,True,False
867,False,False
868,False,True
869,False,False
870,False,False
871,False,False
872,False,False
873,True,False
874,False,True
875,False,False
876,False,False
877,True,False
878,True,False
879,True,False
880,True,False
881,True,False
882,False,False
883,True,False
884,True,False
885,True,False
886,True,False
887,False,False
888,False,False
889,False,False
890,False,False
891,False,False
892,True,False
893,True,False
894,True,False
895,False,False
896,True,False
897,True,False
898,False,False
899,True,False
900,True,False
901,False,False
902,True,True
903,False,False
904,True,False
905,False,False
906,True,False
907,False,False
908,True,False
909,False,False
910,False,False
911,True,False
912,True,False
913,False,False
914,True,True
915,False,True
916,False,True
917,False,False
918,True,False
919,True,False
920,False,False
921,False,True
922,False,True
923,False,False
924,True,False
925,True,False
926,True,False
927,True,False
928,True,False
929,False,False
930,True,False
931,False,False
932,False,False
933,True,False
934,False,True
935,True,False
936,True,False
937,True,True
938,False,False
939,False,False
940,True,False
941,True,False
942,False,False
943,False,False
944,True,True
945,False,False
946,True,True
947,False,False
948,False,False
949,False,False
950,True,False
951,False,False
952,False,False
953,True,False
954,True,False
955,False,True
956,True,False
957,False,False
958,False,False
959,False,False
960,True,False
961,True,False
962,False,True
963,True,False
964,False,False
965,True,False
966,True,False
967,False,True
968,True,False
969,False,False
970,True,False
971,False,False
972,True,False
973,True,False
974,False,False
975,True,True
976,False,False
977,True,False
978,True,False
979,False,True
980,True,False
981,True,False
982,True,False
983,True,False
984,True,False
985,True,False
986,False,False
987,False,False
988,False,False
989,True,False
990,True,False
991,False,False
992,True,False
993,True,False
994,True,False
995,False,False
996,True,False
997,True,True
998,True,False
999,False,False
1000,False,False
1001,False,False
1002,False,False
1003,False,False
1004,False,False
1005,False,False
1006,True,False
1007,True,False
1008,True,True
1009,False,False
1010,True,True
1011,False,False
1012,True,False
1013,False,False
1014,False,True
1015,False,True
1016,True,True
1017,False,False
1018,True,False
1019,False,True
1020,False,False
1021,True,False
1022,True,False
1023,True,False
1024,True,False
1025,True,False
1026,True,False
1027,False,False
1028,False,False
1029,False,False
1030,False,False
1031,False,False
1032,True,False
1033,False,False
1034,False,False
1035,True,False
1036,True,False
1037,True,True
1038,True,False
1039,False,False
1040,True,True
1041,False,True
1042,False,False
1043,False,True
1044,False,False
1045,False,False
1046,True,False
1047,False,False
1048,False,True
1049,False,True
1050,True,True
1051,True,False
1052,False,False
1053,True,False
1054,False,False
1055,True,False
1056,True,False
1057,True,False
1058,True,False
1059,False,False
1060,False,False
1061,False,False
1062,True,True
1063,False,False
1064,True,False
1065,True,True
1066,True,False
1067,False,False
1068,False,False
1069,True,False
1070,False,False
1071,True,True
1072,True,False
1073,False,False
1074,False,False
1075,False,False
1076,False,False
1077,True,False
1078,True,False
1079,True,False
1080,True,False
1081,True,False
1082,True,False
1083,True,False
1084,True,True
1085,False,False
1086,False,False
1087,True,False
1088,False,False
1089,True,False
1090,True,False
1091,False,False
1092,False,False
1093,False,False
1094,True,False
1095,True,False
1096,False,False
1097,True,True
1098,True,False
1099,True,False
1100,False,False
1101,False,False
1102,True,False
1103,True,False
1104,False,False
1105,False,False
1106,False,False
1107,True,False
1108,True,True
1109,True,False
1110,False,False
1111,True,False
1112,True,True
1113,False,False
1114,True,True
1115,False,False
1116,False,False
1117,False,True
1118,True,False
1119,True,False
1120,True,False
1121,True,False
1122,False,True
1123,False,False
1124,False,False
1125,True,False
1126,False,True
1127,False,False
1128,False,False
1129,False,False
1130,False,False
1131,True,False
1132,True,True
1133,False,False
1134,False,False
1135,True,False
1136,False,False
1137,True,False
1138,True,False
1139,False,False
1140,True,True
1141,True,False
1142,True,False
1143,False,False
1144,False,False
1145,False,False
1146,False,False
1147,False,True
1148,False,False
1149,True,True
1150,False,False
1151,False,True
1152,False,False
1153,False,True
1154,True,False
1155,False,False
1156,True,False
1157,False,False
1158,True,True
1159,True,False
1160,True,False
1161,True,False
1162,True,False
1163,False,False
1164,True,True
1165,False,False
1166,True,True
1167,False,False
1168,True,False
1169,True,False
1170,True,False
1171,False,True
1172,False,False
1173,True,False
1174,True,False
1175,True,False
1176,True,False
1177,False,False
1178,False,False
1179,True,True
1180,True,True
1181,False,False
1182,True,False
1183,False,True
1184,True,False
1185,True,False
1186,True,True
1187,False,False
1188,True,False
1189,True,False
1190,False,False
1191,False,False
1192,True,False
1193,True,False
1194,True,False
1195,True,False
1196,True,False
1197,False,False
1198,False,False
1199,True,False
1200,False,False
1201,True,False
1202,True,True
1203,True,False
1204,False,True
1205,False,True
1206,True,False
1207,True,False
1208,False,True
1209,False,False
1210,False,False
1211,False,True
1212,False,False
1213,True,False
1214,False,False
1215,False,False
1216,True,False
1217,False,False
1218,False,False
1219,False,False
1220,False,True
1221,True,False
1222,True,True
1223,True,False
1224,False,False
1225,False,True
1226,False,False
1227,False,False
1228,False,False
1229,False,True
1230,True,False
1231,True,False
1232,True,False
1233,True,False
1234,True,False
1235,False,False
1236,False,True
1237,False,False
1238,False,False
1239,False,False
1240,True,False
1241,True,True
1242,False,False
1243,True,True
1244,False,False
1245,False,True
1246,False,True
1247,True,False
1248,False,True
1249,True,False
1250,True,False
1251,False,True
1252,False,False
1253,True,False
1254,False,False
1255,False,False
1256,False,False
1257,True,False
1258,True,False
1259,False,False
1260,True,False
1261,True,False
1262,False,False
1263,True,False
1264,False,False
1265,True,False
1266,False,False
1267,False,True
1268,False,False
1269,False,False
1270,True,False
1271,False,False
1272,True,False
1273,True,False
1274,True,False
1275,False,False
1276,False,False
1277,True,False
1278,False,False
1279,False,True
1280,False,False
1281,False,True
1282,False,False
1283,True,False
1284,False,False
1285,True,True
1286,False,False
1287,False,True
1288,False,False
1289,False,False
1290,True,False
1291,True,False
1292,False,True
1293,True,False
1294,True,False
1295,True,False
1296,True,True
1297,True,False
1298,True,False
1299,False,False
1300,True,False
1301,False,False
1302,True,False
1303,False,False
1304,True,False
1305,True,False
1306,False,False
1307,True,True
1308,False,False
1309,True,False
1310,True,True
1311,True,False
1312,True,False
1313,False,False
1314,True,False
1315,True,False
1316,False,False
1317,True,False
1318,True,False
1319,True,False
1320,True,False
1321,True,False
1322,False,False
1323,True,True
1324,True,False
1325,True,False
1326,False,False
1327,True,False
1328,False,False
1329,False,True
1330,True,False
1331,False,False
1332,True,False
1333,True,False
1334,False,True
1335,False,False
1336,False,False
1337,True,False
1338,False,False
1339,False,False
1340,False,False
1341,True,False
1342,False,True
1343,False,False
1344,False,False
1345,True,True
1346,True,False
1347,False,False
1348,False,False
1349,False,False
1350,False,False
1351,True,False
1352,False,False
1353,True,False
1354,True,False
1355,False,False
1356,False,False
1357,True,False
1358,True,False
1359,False,False
1360,False,False
1361,False,False
1362,True,False
1363,True,False
1364,True,False
1365,True,False
1366,True,False
1367,True,False
1368,False,False
1369,False,False
1370,False,False
1371,True,False
1372,True,False
1373,True,False
1374,True,True
1375,False,True
1376,False,False
1377,False,False
1378,False,False
1379,True,False
1380,True,False
1381,False,False
1382,True,False
1383,False,True
1384,True,True
1385,False,False
1386,False,True
1387,False,False
1388,True,True
1389,False,False
1390,True,False
1391,True,False
1392,True,False
1393,True,False
1394,True,False
1395,True,False
1396,False,False
1397,False,True
1398,False,False
1399,True,False
1400,True,True
1401,True,False
1402,False,False
1403,False,False
1404,False,False
1405,False,False
1406,False,False
1407,True,True
1408,True,False
1409,True,False
1410,False,True
1411,True,False
1412,True,False
1413,False,False
1414,True,False
1415,False,False
1416,False,False
1417,False,False
1418,True,False
1419,True,False
1420,False,False
1421,True,False
1422,False,False
1423,True,False
1424,False,False
1425,True,False
1426,True,True
1427,True,False
1428,True,False
1429,False,False
1430,True,False
1431,True,False
1432,False,False
1433,False,False
1434,True,False
1435,True,False
1436,False,False
1437,False,True
1438,True,False
1439,False,False
1440,True,False
1441,True,True
1442,False,False
1443,False,False
1444,False,False
1445,True,False
1446,False,False
1447,True,False
1448,False,False
1449,True,False
1450,False,False
1451,True,False
1452,False,True
1453,False,True
1454,True,False
1455,True,False
1456,True,False
1457,True,True
1458,True,False
1459,True,False
1460,False,True
1461,True,False
1462,False,False
1463,True,False
1464,False,False
1465,False,False
1466,False,False
1467,True,False
1468,True,False
1469,False,False
1470,False,False
1471,True,False
1472,False,True
1473,False,True
1474,True,True
1475,False,True
1476,False,False
1477,False,False
1478,True,False
1479,True,False
1480,False,False
1481,True,False
1482,False,False
1483,True,False
1484,False,False
1485,False,False
1486,True,True
1487,True,False
1488,True,False
1489,True,True
1490,True,False
1491,True,False
1492,True,False
1493,False,False
1494,False,False
1495,False,False
1496,False,True
1497,False,False
1498,False,False
1499,True,False
1500,False,False
1501,True,False
1502,False,False
1503,False,True
1504,False,True
1505,False,True
1506,False,False
1507,False,False
1508,False,False
1509,False,False
1510,True,False
1511,False,False
1512,False,False
1513,False,False
1514,False,False
1515,True,True
1516,True,False
1517,False,False
1518,False,False
1519,False,False
1520,True,False
1521,True,False
1522,False,False
1523,True,False
1524,True,False
1525,True,False
1526,False,False
1527,False,False
1528,False,False
1529,False,False
1530,True,False
1531,True,False
1532,False,True
1533,True,True
1534,False,False
1535,True,False
1536,False,False
1537,False,False
1538,True,False
1539,False,False
1540,True,False
1541,True,True
1542,False,False
1543,True,False
1544,False,False
1545,False,True
1546,False,False
1547,True,False
1548,False,False
1549,False,False
1550,True,False
1551,False,False
1552,True,False
1553,True,False
1554,False,True
1555,True,False
1556,True,False
1557,False,False
1558,True,False
1559,True,False
1560,True,False
1561,False,False
1562,True,False
1563,False,False
1564,True,False
1565,True,False
1566,True,False
1567,True,False
1568,True,True
1569,False,False
1570,True,False
1571,False,False
1572,True,False
1573,False,False
1574,False,True
1575,True,False
1576,False,True
1577,True,False
1578,True,False
1579,False,False
1580,False,False
1581,True,True
1582,True,False
1583,True,False
1584,False,False
1585,True,False
1586,True,False
1587,True,False
1588,True,False
1589,False,True
1590,True,False
1591,False,True
1592,True,False
1593,False,False
1594,True,False
1595,True,False
1596,True,False
1597,True,False
1598,False,False
1599,True,False
1600,False,False
1601,True,False
1602,True,False
1603,True,False
1604,False,False
1605,False,False
1606,True,False
1607,False,False
1608,True,False
1609,False,False
1610,False,False
1611,False,False
1612,False,True
1613,True,False
1614,False,False
1615,False,False
1616,False,False
1617,True,False
1618,False,False
1619,False,False
1620,False,False
1621,True,True
1622,True,False
1623,False,False
1624,False,False
1625,False,False
1626,False,False
1627,True,False
1628,True,True
1629,True,False
1630,False,False
1631,False,True
1632,False,False
1633,False,False
1634,True,False
1635,False,False
1636,True,True
1637,True,False
1638,True,False
1639,True,False
1640,False,True
1641,True,False
1642,True,False
1643,False,False
1644,True,False
1645,False,True
1646,True,False
1647,False,False
1648,True,False
1649,False,True
1650,False,False
1651,True,False
1652,False,False
1653,False,True
1654,True,False
1655,True,False
1656,False,True
1657,True,True
1658,True,False
1659,True,False
1660,False,False
1661,False,False
1662,True,True
1663,True,False
1664,False,True
1665,False,False
1666,True,True
1667,True,False
1668,False,False
1669,False,False
1670,True,False
1671,True,False
1672,True,False
1673,False,False
1674,False,False
1675,True,False
1676,True,True
1677,True,True
1678,True,True
1679,False,False
1680,True,False
1681,True,False
1682,True,False
1683,True,False
1684,False,False
1685,False,False
1686,True,False
1687,False,False
1688,True,False
1689,False,True
1690,False,False
1691,True,True
1692,True,False
1693,False,False
1694,False,False
1695,False,False
1696,False,True
1697,True,True
1698,False,False
1699,False,False
1700,False,False
1701,False,False
1702,False,False
1703,False,False
1704,False,False
1705,False,True
1706,False,False
1707,True,False
1708,True,False
1709,True,True
1710,True,False
1711,True,False
1712,True,False
1713,False,False
1714,False,False
1715,True,False
1716,True,False
1717,False,False
1718,False,False
1719,True,True
1720,True,False
1721,False,False
1722,True,False
1723,False,False
1724,True,False
1725,False,False
1726,False,False
1727,True,False
1728,False,False
1729,True,False
1730,False,False
1731,False,False
1732,True,False
1733,False,False
1734,False,False
1735,True,False
1736,False,False
1737,False,False
1738,True,False
1739,True,False
1740,False,True
1741,False,False
1742,False,False
1743,True,False
1744,False,False
1745,False,True
1746,False,True
1747,True,False
1748,False,False
1749,True,False
1750,True,False
1751,True,False
1752,False,False
1753,False,False
1754,True,False
1755,False,False
1756,False,False
1757,False,False
1758,False,False
1759,False,False
1760,False,True
1761,False,False
1762,False,False
1763,True,False
1764,False,False
1765,False,True
1766,True,False
1767,False,True
1768,True,False
1769,False,False
1770,False,False
1771,False,False
1772,True,False
1773,True,False
1774,False,False
1775,True,True
1776,False,False
1777,True,False
1778,False,False
1779,True,False
1780,True,False
1781,True,False
1782,False,False
1783,True,True
1784,True,True
1785,True,False
1786,True,False
1787,False,True
1788,False,False
1789,False,False
1790,True,True
1791,False,False
1792,False,False
1793,True,False
1794,True,False
1795,True,False
1796,True,False
1797,True,False
1798,True,False
1799,True,False
1800,True,True
1801,True,False
1802,True,False
1803,True,False
1804,True,True
1805,True,False
1806,True,False
1807,False,False
1808,False,False
1809,False,False
1810,True,False
1811,True,False
1812,True,False
1813,False,False
1814,True,True
1815,False,False
1816,True,False
1817,True,True
1818,False,False
1819,True,True
1820,True,False
1821,False,False
1822,False,True
1823,False,False
1824,True,False
1825,False,False
1826,False,False
1827,True,False
1828,True,False
1829,False,False
1830,False,False
1831,False,False
1832,True,False
1833,False,False
1834,True,False
1835,True,False
1836,False,False
1837,False,True
1838,True,True
1839,False,False
1840,True,False
1841,True,True
1842,False,False
1843,True,False
1844,False,False
1845,True,False
1846,True,False
1847,False,False
1848,False,False
1849,False,True
1850,True,False
1851,True,False
1852,True,False
1853,True,False
1854,True,False
1855,False,False
1856,True,False
1857,False,False
1858,True,False
1859,True,False
1860,False,False
1861,True,False
1862,True,False
1863,True,False
1864,True,True
1865,True,False
1866,True,True
1867,True,False
1868,True,True
1869,True,False
1870,True,False
1871,False,False
1872,True,False
1873,False,False
1874,True,False
1875,False,False
1876,True,False
1877,False,False
1878,True,False
1879,True,False
1880,True,False
1881,True,True
1882,False,False
1883,True,False
1884,False,False
1885,False,False
1886,True,False
1887,True,True
1888,False,False
1889,True,False
1890,True,False
1891,True,False
1892,True,False
1893,False,True
1894,False,False
1895,False,True
1896,True,True
1897,True,False
1898,False,True
1899,False,False
1900,True,False
1901,False,True
1902,True,False
1903,True,False
1904,True,False
1905,True,False
1906,False,False
1907,True,False
1908,False,False
1909,True,True
1910,False,False
1911,False,False
1912,True,False
1913,False,False
1914,False,True
1915,True,True
1916,True,False
1917,False,False
1918,False,False
1919,True,False
1920,True,False
1921,False,True
1922,False,True
1923,False,False
1924,False,False
1925,True,False
1926,False,True
1927,True,False
1928,False,False
1929,True,False
1930,False,False
1931,False,False
1932,False,False
1933,True,False
1934,True,False
1935,False,False
1936,False,False
1937,False,False
1938,False,False
1939,True,False
1940,False,False
1941,True,True
1942,False,False
1943,True,False
1944,False,False
1945,True,False
1946,False,False
1947,False,False
1948,False,True
1949,False,False
1950,True,False
1951,False,False
1952,True,False
1953,False,False
1954,False,False
1955,False,False
1956,True,False
1957,True,False
1958,True,False
1959,True,False
1960,False,False
1961,True,False
1962,False,False
1963,False,False
1964,True,False
1965,False,False
1966,True,True
1967,False,False
1968,True,False
1969,True,True
1970,True,False
1971,True,False
1972,False,False
1973,True,False
1974,True,False
1975,True,False
1976,False,False
1977,True,False
1978,False,False
1979,False,True
1980,False,False
1981,False,False
1982,True,False
1983,False,False
1984,True,False
1985,False,False
1986,False,False
1987,True,True
1988,True,False
1989,False,True
1990,True,False
1991,False,False
1992,False,True
1993,True,False
1994,False,False
1995,False,False
1996,True,False
1997,False,False
1998,True,True
1999,False,False
2000,False,False
2001,True,False
2002,False,False
2003,True,False
2004,True,False
2005,False,False
2006,False,False
2007,False,False
2008,True,False
2009,True,False
2010,False,False
2011,True,False
2012,True,False
2013,True,False
2014,True,False
2015,True,True
2016,True,False
2017,False,False
2018,False,False
2019,True,False
2020,False,False
2021,False,False
2022,True,False
2023,True,False
2024,False,False
2025,False,False
2026,True,False
2027,False,True
2028,False,False
2029,True,False
2030,False,False
2031,True,False
2032,False,True
2033,True,False
2034,False,False
2035,True,False
2036,True,False
2037,True,False
2038,True,False
2039,False,False
2040,True,False
2041,False,False
2042,True,False
2043,False,False
2044,True,False
2045,True,False
2046,False,False
2047,True,True
2048,True,False
2049,False,False
2050,False,False
2051,False,False
2052,False,False
2053,False,False
2054,True,False
2055,False,False
2056,False,False
2057,True,False
2058,True,False
2059,True,False
2060,True,False
2061,True,False
2062,True,False
2063,True,False
2064,True,False
2065,False,False
2066,False,False
2067,True,False
2068,True,False
2069,True,True
2070,False,False
2071,True,False
2072,False,True
2073,False,False
2074,False,False
2075,False,True
2076,True,False
2077,False,False
2078,True,False
2079,True,False
2080,False,False
2081,False,False
2082,False,False
2083,False,False
2084,False,False
2085,False,False
2086,False,False
2087,False,False
2088,False,True
2089,False,False
2090,False,False
2091,True,False
2092,True,False
2093,False,False
2094,False,False
2095,True,False
2096,False,True
2097,True,True
2098,True,False
2099,True,False
2100,False,False
2101,True,False
2102,False,False
2103,False,False
2104,False,False
2105,False,False
2106,False,False
2107,True,False
2108,True,False
2109,False,False
2110,False,False
2111,True,False
2112,True,True
2113,False,True
2114,True,False
2115,False,False
2116,False,False
2117,False,False
2118,True,False
2119,False,False
2120,True,False
2121,False,False
2122,False,False
2123,True,True
2124,False,False
2125,True,False
2126,True,True
2127,True,False
2128,True,True
2129,False,False
2130,True,False
2131,True,False
2132,False,False
2133,True,True
2134,True,False
2135,False,False
2136,True,False
2137,True,False
2138,False,False
